ID_ARTICLE;NOM_ARTICLE;PRIX_ACHAT;VOLUME;TITRAGE;NOM_COULEUR;NOM_TYPE;NOM_MARQUE;NOM_FABRICANT;NOM_PAYS;NOM_CONTINENT
3015;Rote Zora;2,08;75;6,2;NULL;Ale;Braustelle;NULL;ALLEMAGNE;Europe
3016;Hopfenfänger Rotbier;3,61;75;5;Ambrée;NULL;Bremer braumanufaktur;NULL;ALLEMAGNE;Europe
3017;5 A.M. Saint;1,07;75;5;Ambrée;NULL;BrewDog;NULL;ROYAUME-UNI;Europe
3018;Abstrakt AB:08;2,83;75;11,8;Brune;Stout;BrewDog;NULL;ROYAUME-UNI;Europe
3019;Alice Porter;4,37;75;6,2;Brune;Stout;BrewDog;NULL;ROYAUME-UNI;Europe
3020;Brixton Porter;1,93;75;5;Brune;Stout;BrewDog;NULL;ROYAUME-UNI;Europe
3021;Challenger Single Hop IPA;4,83;75;6,7;NULL;Ale;BrewDog;NULL;ROYAUME-UNI;Europe
3022;Chaos Theory;2,12;75;7,1;Blonde;Ale;BrewDog;NULL;ROYAUME-UNI;Europe
3023;Dogma;2,22;75;7,4;Brune;NULL;BrewDog;NULL;ROYAUME-UNI;Europe
3024;Dogma Original;1,26;75;7,8;Ambrée;NULL;BrewDog;NULL;ROYAUME-UNI;Europe
3025;Electric India;2,01;75;7,2;Blonde;Bière de Saison;BrewDog;NULL;ROYAUME-UNI;Europe
3026;Galaxy Single Hop IPA;1,14;75;6,7;Blonde;Ale;BrewDog;NULL;ROYAUME-UNI;Europe
3027;Hardcore IPA;2,47;75;9,2;NULL;Indian Pale Ale;BrewDog;NULL;ROYAUME-UNI;Europe
3028;HBC Single Hop IPA;2,43;75;6,7;Blonde;Ale;BrewDog;NULL;ROYAUME-UNI;Europe
3029;Hello My Name is Vladimir;3,79;75;8,2;NULL;Indian Pale Ale;BrewDog;NULL;ROYAUME-UNI;Europe
3030;Hoppy Christmas;1,8;75;7,2;Blonde;Ale;BrewDog;NULL;ROYAUME-UNI;Europe
3031;Hops Kill ?;1,56;75;7,8;NULL;Ale;BrewDog;NULL;ROYAUME-UNI;Europe
3032;I Hardcore You;4,55;75;9,5;NULL;Indian Pale Ale;BrewDog;NULL;ROYAUME-UNI;Europe
3033;Jack Hammer;1,92;75;7,2;Blonde;Ale;BrewDog;NULL;ROYAUME-UNI;Europe
3034;Mashtag 2014 Democratic Imperial Red Ale;1,87;75;9;NULL;Ale;BrewDog;NULL;ROYAUME-UNI;Europe
3035;Motueka Single Hop IPA;4,33;75;6,7;Blonde;Ale;BrewDog;NULL;ROYAUME-UNI;Europe
3036;Nanny State;2,38;75;0,5;NULL;NULL;BrewDog;NULL;ROYAUME-UNI;Europe
3037;Paradox Isle of Arran;2,41;75;10;Brune;Stout;BrewDog;NULL;ROYAUME-UNI;Europe
3038;Paradox Jura;4,29;75;15;Brune;Stout;BrewDog;NULL;ROYAUME-UNI;Europe
3039;Paradox Springbank;4,34;75;10;Brune;Stout;BrewDog;NULL;ROYAUME-UNI;Europe
3040;Punk IPA;2,98;75;6;NULL;Ale;BrewDog;NULL;ROYAUME-UNI;Europe
3041;Rip Tide;2,21;75;8;Brune;Stout;BrewDog;NULL;ROYAUME-UNI;Europe
3042;Tokyo*;4,74;75;18,2;Brune;Stout;BrewDog;NULL;ROYAUME-UNI;Europe
3043;Trashy Blond;1,96;75;4,1;Blonde;NULL;BrewDog;NULL;ROYAUME-UNI;Europe
3044;Unleash the Yeast American Ale;2,72;75;6,3;Blonde;NULL;BrewDog;NULL;ROYAUME-UNI;Europe
3045;Unleash the Yeast Bavarian Weizen;3,64;75;6,3;Blonde;NULL;BrewDog;NULL;ROYAUME-UNI;Europe
3046;Unleash the Yeast Belgian Trappist;3,58;75;6,3;Blonde;NULL;BrewDog;NULL;ROYAUME-UNI;Europe
3047;Unleash the Yeast Pilsen Lager;1,12;75;6,3;Blonde;NULL;BrewDog;NULL;ROYAUME-UNI;Europe
3048;Zeitgest;1,99;75;4,9;Brune;NULL;BrewDog;NULL;ROYAUME-UNI;Europe
3049;Bionic;2,1;75;6;NULL;Ale;Brewfist;NULL;ITALIE;Europe
3050;Heimdall;4,66;75;7,6;Blonde;Bière de Saison;Brewfist;NULL;ITALIE;Europe
3051;Space Frontier;2,72;75;6,5;NULL;Bière Aromatisée;Brewfist;NULL;ITALIE;Europe
3052;Black Chocolate Stout;3,38;75;10;Brune;Stout;Brooklyn Brasserie;NULL;ÉTATS-UNIS;Amérique
3053;Brooklyn Lager;3,5;75;5,2;Ambrée;NULL;Brooklyn Brasserie;NULL;ÉTATS-UNIS;Amérique
3054;East India Pale Ale;3,64;75;6,9;NULL;Ale;Brooklyn Brasserie;NULL;ÉTATS-UNIS;Amérique
3055;Axe Edge IPA;4,39;75;6,8;Blonde;Ale;Buxton;NULL;ROYAUME-UNI;Europe
3056;Imperial Black;1,97;75;7,5;Brune;Indian Pale Ale;Buxton;NULL;ROYAUME-UNI;Europe
3057;Moor Top;3,22;75;3,6;NULL;Ale;Buxton;NULL;ROYAUME-UNI;Europe
3058;Wild Boar;1,31;75;5;Blonde;Ale;Buxton;NULL;ROYAUME-UNI;Europe
3059;Guineu Antius;2,77;75;3,6;Blonde;NULL;Ca l'Arenys;NULL;ESPAGNE;Europe
3060;Guineu Coaner;3,75;75;4,7;Brune;NULL;Ca l'Arenys;NULL;ESPAGNE;Europe
3061;Guineu Montserrat;1,19;75;6,1;Brune;Stout;Ca l'Arenys;NULL;ESPAGNE;Europe
3062;Guineu Riner;4,82;75;2,5;Blonde;NULL;Ca l'Arenys;NULL;ESPAGNE;Europe
3063;Guineu Sitges;2,54;75;5;Blanche;NULL;Ca l'Arenys;NULL;ESPAGNE;Europe
3064;Camden Hells Lager;3,96;75;4,6;NULL;Ale;Camden Town Brasserie;NULL;ROYAUME-UNI;Europe
3065;Camden Pale Ale;4,49;75;4,5;NULL;Ale;Camden Town Brasserie;NULL;ROYAUME-UNI;Europe
3066;Cantillon Faro;1,01;75;5;NULL;Bière Aromatisée;Cantillon;NULL;BELGIQUE;Europe
3067;Cantillon Gueuze;2,52;75;5;Blonde;Lambic;Cantillon;NULL;BELGIQUE;Europe
3068;Cantillon Kriek;3,92;75;5;NULL;Bière Aromatisée;Cantillon;NULL;BELGIQUE;Europe
3069;Cuvée Saint Gilloise;1,47;75;5;Blonde;Lambic;Cantillon;NULL;BELGIQUE;Europe
3070;Iris;1,88;75;5;NULL;Ale;Cantillon;NULL;BELGIQUE;Europe
3071;Mamouche;2,31;75;5;NULL;Bière Aromatisée;Cantillon;NULL;BELGIQUE;Europe
3072;Rosé de Gambrinius;1,93;75;5;NULL;Bière Aromatisée;Cantillon;NULL;BELGIQUE;Europe
3073;Saint Lamvinus;2,7;75;5;NULL;Bière Aromatisée;Cantillon;NULL;BELGIQUE;Europe
3074;Zwanze 2014 (Cuvée Florian);1,36;75;6;NULL;Bière Aromatisée;Cantillon;NULL;BELGIQUE;Europe
3075;Carib Lager;2,14;75;5,2;Blonde;Pils et Lager;Carib Brasserie;NULL;FRANCE;Europe
3076;Trop’ (la);1,45;75;4,7;NULL;Bière Aromatisée;Carteron & Desmarest St Tropez;NULL;FRANCE;Europe
3077;Bio Jade (la);1,29;75;4,5;Blonde;Bio;Castelain;NULL;FRANCE;Europe
3078;Ch'ti Ambrée;1,97;75;5,9;Ambrée;Bière de Garde;Castelain;NULL;FRANCE;Europe
3079;Ch'ti Blanche;4,52;75;4,5;Blanche;NULL;Castelain;NULL;FRANCE;Europe
3080;Ch'ti Blonde;3,97;75;6,4;Blonde;Bière de Garde;Castelain;NULL;FRANCE;Europe
3081;Ch'ti Blonde de Noël;1,92;75;7,5;Ambrée;Bière de Saison;Castelain;NULL;FRANCE;Europe
3082;Ch'ti Triple;3,1;75;7,5;Blonde;Bière de Garde;Castelain;NULL;FRANCE;Europe
3083;Eisenbahn Pilsen;1,51;75;4,8;Blonde;NULL;Cervejaria Sudbrack;NULL;BRÉSIL;Amérique
3084;Cervesa del Montseny Blat;3,08;75;4;Blanche;NULL;Cervesera del Montseny;NULL;ESPAGNE;Europe
3085;Cervesa Del Montseny HivernAle;1,22;75;7;Brune;Bière de Saison;Cervesera del Montseny;NULL;ESPAGNE;Europe
3086;Cervesa del Montseny Lupulus;2,69;75;5,4;Blonde;NULL;Cervesera del Montseny;NULL;ESPAGNE;Europe
3087;Cervesa del Montseny Malta;4,91;75;5,1;Ambrée;NULL;Cervesera del Montseny;NULL;ESPAGNE;Europe
3088;Cervesa del Montseny Negra;4,72;75;5,2;Brune;Stout;Cervesera del Montseny;NULL;ESPAGNE;Europe
3089;Vampire Slayer;3,04;75;10;Brune;Stout;Clown Shoes/Mercury;NULL;ÉTATS-UNIS;Amérique
3090;Demoiselle;1,57;75;6;Brune;Stout;Colorado;NULL;BRÉSIL;Amérique
3091;Índica;1,14;75;7,5;NULL;Ale;Colorado;NULL;BRÉSIL;Amérique
3092;Blacksmiths Ale;4,49;75;5;Ambrée;NULL;Coniston Brasserie Co;NULL;ROYAUME-UNI;Europe
3093;Valeir Extra;2,23;75;6,5;Blonde;NULL;Contreras;NULL;BELGIQUE;Europe
3094;Coopers Best Extra Stout;1,22;75;6,3;Brune;Stout;Coopers;NULL;AUSTRALIE;Océanie
3095;Coopers Original Pale Ale;2,25;75;4,5;Blonde;NULL;Coopers;NULL;AUSTRALIE;Océanie
3096;Coopers Sparkling Ale;1,26;75;5,8;Blonde;NULL;Coopers;NULL;AUSTRALIE;Océanie
3097;Worthington's;2,05;75;3,6;NULL;Ale;Coors Brasserie;NULL;ROYAUME-UNI;Europe
3098;Cuvée d'Oscar;3,68;75;7,5;Blanche;NULL;Craig Allan;NULL;FRANCE;Europe
3099;Psychedelia;3,48;75;5;Blonde;NULL;Craig Allan;NULL;FRANCE;Europe
3100;2 Craigs;1,17;75;2;Brune;Stout;Cromarty Brasserie co.;NULL;ROYAUME-UNI;Europe
3101;All Blacks NZPA;4,22;75;5,5;NULL;Ale;Croocked Moon;NULL;DANEMARK;Europe
3102;True Rebel;2,26;75;5,2;NULL;Ale;Croocked Moon;NULL;DANEMARK;Europe
3103;Daleside Bitter;3,98;75;3;NULL;Ale;Daleside;NULL;ROYAUME-UNI;Europe
3104;A.K. Damm;1,61;75;4,8;Blonde;NULL;Damm;NULL;ESPAGNE;Europe
3105;Bock Damm;1,02;75;5,4;Brune;NULL;Damm;NULL;ESPAGNE;Europe
3106;Estrella Damm Inedit;2,4;75;4,8;Blanche;NULL;Damm;NULL;ESPAGNE;Europe
3107;Voll Damm Doble Malta;3,67;75;7,2;Blonde;NULL;Damm;NULL;ESPAGNE;Europe
3108;Belle Fleur;4,6;75;6;NULL;Ale;De Dochter Van de Korenaar;NULL;BELGIQUE;Europe
3109;Charbon;3,45;75;7;Brune;Stout;De Dochter Van de Korenaar;NULL;BELGIQUE;Europe
3110;Extase;3,27;75;8,5;NULL;Indian Pale Ale;De Dochter Van de Korenaar;NULL;BELGIQUE;Europe
3111;Noblesse;4,95;75;5,5;Blonde;NULL;De Dochter Van de Korenaar;NULL;BELGIQUE;Europe
3112;Arabier;2,94;75;8;Ambrée;NULL;De Dolle Brasserie;NULL;BELGIQUE;Europe
3113;Boskeun;3,83;75;10;Ambrée;NULL;De Dolle Brasserie;NULL;BELGIQUE;Europe
3114;Dulle Teve;4,25;75;10;Blonde;NULL;De Dolle Brasserie;NULL;BELGIQUE;Europe
3115;Lichtervelds Blond;4,52;75;9;Blonde;NULL;De Dolle Brasserie;NULL;BELGIQUE;Europe
3116;Oerbier Special Reserva;3,99;75;13;Brune;NULL;De Dolle Brasserie;NULL;BELGIQUE;Europe
3117;Special Extra Export Stout;3,32;75;9;Brune;Stout;De Dolle Brasserie;NULL;BELGIQUE;Europe
3118;Stille Nacht;2,63;75;12;Blonde;Bière de Saison;De Dolle Brasserie;NULL;BELGIQUE;Europe
3119;Cuvée Angélique;3,57;75;8;Ambrée;NULL;De Glazen Toren;NULL;BELGIQUE;Europe
3120;Jan de Lichte;3,27;75;7,5;Blanche;NULL;De Glazen Toren;NULL;BELGIQUE;Europe
3121;Saison D’Erpe-Mere;2,51;75;6,9;Blonde;Bière de Saison;De Glazen Toren;NULL;BELGIQUE;Europe
3122;Winterscotch;4,94;75;8,7;NULL;Ale;De Glazen Toren;NULL;BELGIQUE;Europe
3123;De Koninck;1,13;75;5;Ambrée;NULL;De Koninck;NULL;BELGIQUE;Europe
3124;De Koninck Blonde;4,46;75;6;Blonde;NULL;De Koninck;NULL;BELGIQUE;Europe
3125;De Koninck Triple;1,68;75;8;Blonde;NULL;De Koninck;NULL;BELGIQUE;Europe
3126;Winterkoninck;4,01;75;6,5;Ambrée;NULL;De Koninck;NULL;BELGIQUE;Europe
3127;Malheur 10;3,98;75;10;Blonde;NULL;De Landtsheer;NULL;BELGIQUE;Europe
3128;Malheur 12;2,03;75;12;Brune;NULL;De Landtsheer;NULL;BELGIQUE;Europe
3129;Malheur 6;1,13;75;6;Blonde;NULL;De Landtsheer;NULL;BELGIQUE;Europe
3130;Malheur Brut;1,18;75;11;NULL;NULL;De Landtsheer;NULL;BELGIQUE;Europe
3131;Malheur Cuvée Royale;4,33;75;9;Blonde;NULL;De Landtsheer;NULL;BELGIQUE;Europe
3132;Malheur Dark Brut;4,22;75;12;Brune;NULL;De Landtsheer;NULL;BELGIQUE;Europe
3133;Fils à Papa;1,96;75;6,5;Ambrée;NULL;De Leite;NULL;BELGIQUE;Europe
3134;Beezeke;4,36;75;5,5;NULL;Bière Aromatisée;De Proef Brasserie;NULL;BELGIQUE;Europe
3135;Boerinneken;3,13;75;9,5;Blonde;NULL;De Proef Brasserie;NULL;BELGIQUE;Europe
3136;Braven Apostel;4,98;75;8;Blonde;Abbaye;De Proef Brasserie;NULL;BELGIQUE;Europe
3137;Reinaert Grand Cru;1,6;75;9,5;Brune;NULL;De Proef Brasserie;NULL;BELGIQUE;Europe
3138;Teusser;1,13;75;7;Ambrée;NULL;De Proef Brasserie;NULL;BELGIQUE;Europe
3139;Cuvée de Ranke;4,43;75;7;NULL;Ale;De Ranke;NULL;BELGIQUE;Europe
3140;De Ranke Kriek;3,88;75;7;NULL;Bière Aromatisée;De Ranke;NULL;BELGIQUE;Europe
3141;Guldenberg;4,16;75;8,5;Blonde;NULL;De Ranke;NULL;BELGIQUE;Europe
3142;Hop Harvest 2011;3,26;75;6;Blonde;NULL;De Ranke;NULL;BELGIQUE;Europe
3143;Noir de Dottignies;4,51;75;9;Brune;NULL;De Ranke;NULL;BELGIQUE;Europe
3144;Père Noël;2,35;75;7;Blonde;NULL;De Ranke;NULL;BELGIQUE;Europe
3145;Saison de Dottignies;4,99;75;5,5;Blonde;NULL;De Ranke;NULL;BELGIQUE;Europe
3146;XX Bitter;2,61;75;6,2;Blonde;NULL;De Ranke;NULL;BELGIQUE;Europe
3147;XXX Bitter;1,78;75;6;Blonde;NULL;De Ranke;NULL;BELGIQUE;Europe
3148;Black Damnation;1,7;75;13;Brune;Stout;De Struise;NULL;BELGIQUE;Europe
3149;Black Damnation III Black Mes;4,43;75;13;Brune;Stout;De Struise;NULL;BELGIQUE;Europe
3150;Saint Amatus 12;4,75;75;10,5;NULL;NULL;De Struise;NULL;BELGIQUE;Europe
3151;Weltfreude;3,83;75;4;NULL;Bière Aromatisée;De Struise;NULL;BELGIQUE;Europe
3152;XXXX Quadruple;3,17;75;12;Blonde;Abbaye;De Struise;NULL;BELGIQUE;Europe
3153;Ypres Reserva;4,24;75;8;Brune;NULL;De Struise;NULL;BELGIQUE;Europe
3154;Chapeau Faro;2,33;75;4,8;NULL;Bière Aromatisée;De Troch;NULL;BELGIQUE;Europe
3155;Papegaei;1,01;75;8;Blonde;NULL;Deca Brasserie;NULL;BELGIQUE;Europe
3156;Indigo IPA;2,81;75;6,5;Blonde;Ale;Deck & Donohue;NULL;FRANCE;Europe
3157;Mission Pale Ale;4,5;75;4,8;NULL;Ale;Deck & Donohue;NULL;FRANCE;Europe
3158;Monk;4,72;75;5,3;Brune;NULL;Deck & Donohue;NULL;FRANCE;Europe
3159;Ricochet;3,42;75;5,5;Ambrée;NULL;Deck & Donohue;NULL;FRANCE;Europe
3160;Verdi Imperial Stout;4,72;75;8,2;Brune;Stout;Del Ducato;NULL;ITALIE;Europe
3161;Vondel;2,29;75;8,5;Brune;NULL;Dentergems (Liefmans);NULL;BELGIQUE;Europe
3162;Black Butte Porter;2,16;75;5,2;Brune;Stout;Deschutes Brasserie;NULL;ÉTATS-UNIS;Amérique
3163;Antidote;1,47;75;5;NULL;Bière Aromatisée;Desprat;NULL;FRANCE;Europe
3164;Devassa Tropical Ale;3,25;75;4,8;Blonde;NULL;Devassa;NULL;BRÉSIL;Amérique
3165;Devassa Tropical Lager;2,42;75;4,8;Blonde;NULL;Devassa;NULL;BRÉSIL;Amérique
3166;Solstice d'Hiver;1,86;75;10,2;Ambrée;Barley Wine;Dieu du Ciel !;NULL;CANADA;Amérique
3167;Quinto;4,4;75;5;Blonde;NULL;Dilewyns;NULL;BELGIQUE;Europe
3168;Vicaris Tripel/Gueuze;4,24;75;7;Blonde;Lambic;Dilewyns;NULL;BELGIQUE;Europe
3169;Dogfish Head 120 minutes IPA;3,65;75;18;NULL;Indian Pale Ale;Dogfish Head;NULL;ÉTATS-UNIS;Amérique
3170;Dogfish Head 60 minutes IPA;4,16;75;6;NULL;Ale;Dogfish Head;NULL;ÉTATS-UNIS;Amérique
3171;Dogfish Head 90 minutes IPA;1,53;75;9;NULL;Indian Pale Ale;Dogfish Head;NULL;ÉTATS-UNIS;Amérique
3172;Ribella;1,23;75;6;Ambrée;NULL;Domaine de Maestracci;NULL;FRANCE;Europe
3173;Doesjel;4,68;75;6;Blonde;Lambic;Drie Fonteinen;NULL;BELGIQUE;Europe
3174;Drie Fonteinen Faro;1,16;75;5;NULL;Bière Aromatisée;Drie Fonteinen;NULL;BELGIQUE;Europe
3175;Drie Fonteinen Gueuze;1,41;75;5;Blonde;Lambic;Drie Fonteinen;NULL;BELGIQUE;Europe
3176;Drie Fonteinen Lambic;2;75;NULL;Blonde;Lambic;Drie Fonteinen;NULL;BELGIQUE;Europe
3177;Drie Fonteinen Oud Kriek;3,27;75;6;NULL;Bière Aromatisée;Drie Fonteinen;NULL;BELGIQUE;Europe
3178;Beersel Bio;4,25;75;7;Blonde;NULL;Beersel;NULL;BELGIQUE;Europe
3179;Beersel Blonde;1,64;75;7;Blonde;NULL;Beersel;NULL;BELGIQUE;Europe
3180;Beersel de Froment;1,11;75;6;Blanche;NULL;Beersel;NULL;BELGIQUE;Europe
3181;Beersel Lager;3,7;75;5,2;Blonde;Pils et Lager;Beersel;NULL;BELGIQUE;Europe
3182;Zwet.be;3,17;75;7;Brune;Stout;Beersel;NULL;BELGIQUE;Europe
3183;Bush Ambrée;1,16;75;12;Ambrée;NULL;Dubuisson;NULL;BELGIQUE;Europe
3184;Bush Ambrée Triple;3,65;75;12;Ambrée;NULL;Dubuisson;NULL;BELGIQUE;Europe
3185;Bush Blonde;1,11;75;10,5;Blonde;NULL;Dubuisson;NULL;BELGIQUE;Europe
3186;Bush Blonde Triple;3,94;75;10,5;Blonde;NULL;Dubuisson;NULL;BELGIQUE;Europe
3187;Bush de Noël Premium;2,35;75;13;Brune;Bière de Saison;Dubuisson;NULL;BELGIQUE;Europe
3188;Bush de Noël Spécial Noël;2,36;75;12;Brune;Bière de Saison;Dubuisson;NULL;BELGIQUE;Europe
3189;Bush de Nuits;1,31;75;13;Ambrée;NULL;Dubuisson;NULL;BELGIQUE;Europe
3190;Bush Prestige;4,2;75;13;Ambrée;NULL;Dubuisson;NULL;BELGIQUE;Europe
3191;Cuvée des Trolls;3,2;75;7;Blonde;NULL;Dubuisson;NULL;BELGIQUE;Europe
3192;Cuvée Spéciale Cuvée des Trolls;4,7;75;7;Blonde;NULL;Dubuisson;NULL;BELGIQUE;Europe
3193;Pêche Mel Bush;2,22;75;8,5;Ambrée;NULL;Dubuisson;NULL;BELGIQUE;Europe
3194;Duc d'Havré Cuvée Prestige;1,52;75;8;Blonde;NULL;Duc d'Havré;NULL;FRANCE;Europe
3195;Duckstein Original;4,63;75;4,9;Blonde;NULL;Duckstein;NULL;ALLEMAGNE;Europe
3196;Maximator;2,33;75;11,6;Blonde;NULL;Dutch Export;NULL;PAYS-BAS;Europe
3197;Maredsous Blonde;2,27;75;6;Blonde;Abbaye;Maredsous;Duvel;BELGIQUE;Europe
3198;Maredsous Brune;4,57;75;8;Brune;Abbaye;Maredsous;Duvel;BELGIQUE;Europe
3199;Maredsous Triple;1,78;75;10;Blonde;Abbaye;Maredsous;Duvel;BELGIQUE;Europe
3200;Vedett Extra Ordinary IPA;1,72;75;6;NULL;Ale;Maredsous;Duvel;BELGIQUE;Europe
3201;Jenlain Ambrée;2,53;75;7,5;Ambrée;Bière de Garde;Duyck;NULL;FRANCE;Europe
3202;Jenlain Blonde;1,18;75;7,5;Blonde;Bière de Garde;Duyck;NULL;FRANCE;Europe
3203;Jenlain de Noël;1,54;75;6,8;Ambrée;Bière de Saison;Duyck;NULL;FRANCE;Europe
3204;Jenlain de Printemps;4,25;75;5,4;Blonde;NULL;Duyck;NULL;FRANCE;Europe
3205;Jenlain Six;3,79;75;6;Blonde;NULL;Duyck;NULL;FRANCE;Europe
3206;Nos Régions Ont du Talent Blonde;2,83;75;6;Blonde;NULL;Duyck;NULL;FRANCE;Europe
3207;Reflet de France;2,23;75;6;Blonde;Bière de Garde;Duyck;NULL;FRANCE;Europe
3208;Torra Ambrata;2,38;75;5,5;Ambrée;NULL;Duyck;NULL;FRANCE;Europe
3209;Torra Blonda;3,6;75;5,5;Blonde;Bière Aromatisée;Duyck;NULL;FRANCE;Europe
3210;Efes Pilsener;1,66;75;5;Blonde;Pils et Lager;Efes Brewery;NULL;TURQUIE;Asie
3211;Ur Bock Dunkel;3,53;75;6,5;NULL;Bock;Einbecker Brasserie;NULL;ALLEMAGNE;Europe
3212;Thomas Hardy's Ale;2,79;75;11,7;Ambrée;Barley Wine;Eldridge Pope & Co;NULL;ROYAUME-UNI;Europe
3213;Emelisse Barley Wine;1,86;75;10,5;Ambrée;Barley Wine;Emelisse;NULL;PAYS-BAS;Europe
3214;Emelisse Blond;4,47;75;6,8;NULL;Ale;Emelisse;NULL;PAYS-BAS;Europe
3215;Emelisse Espresso Stout;2,43;75;10;Brune;Stout;Emelisse;NULL;PAYS-BAS;Europe
3216;Emelisse Imperial Russian Stout;4,21;75;11;Brune;Stout;Emelisse;NULL;PAYS-BAS;Europe
3217;Emelisse Rauchbier;1,32;75;6,2;Ambrée;NULL;Emelisse;NULL;PAYS-BAS;Europe
3218;Emelisse Triple IPA;3,42;75;10;NULL;Indian Pale Ale;Emelisse;NULL;PAYS-BAS;Europe
3219;Smoked Rye IPA;2,52;75;6,2;NULL;Indian Pale Ale;Emelisse;NULL;PAYS-BAS;Europe
3220;Polar;2,96;75;5;NULL;Ale;Empresas Polar;NULL;VENEZUELA;Amérique
3221;Erdinger Weissbier (Hefe);2,85;75;5,3;Blanche;NULL;Erdinger Privat Brasserie;NULL;ALLEMAGNE;Europe
3222;Eku 28;4,64;75;11;NULL;Bock;Erste Kulmbacher;NULL;ALLEMAGNE;Europe
3223;Eku Pils;1,8;75;4,9;Blonde;Pils et Lager;Erste Kulmbacher;NULL;ALLEMAGNE;Europe
3224;Gold Qualidad;4,7;75;5,4;Blonde;Pils et Lager;Especial;NULL;BRÉSIL;Amérique
3225;Pagoa Pilsner (Orhi);3,79;75;4,9;Blonde;Pils et Lager;Euskal Garagardoa;NULL;ESPAGNE;Europe
3226;Pagoa Red Ale (Gorri);4,15;75;4,6;NULL;Ale;Euskal Garagardoa;NULL;ESPAGNE;Europe
3227;Pagoa Stout (Zunbeltz);1,26;75;4,3;Brune;Stout;Euskal Garagardoa;NULL;ESPAGNE;Europe
3228;Everards Original;3,9;75;5,2;NULL;Ale;Everards;NULL;ROYAUME-UNI;Europe
3229;Ron and the Beast Ryan;1,63;75;7;NULL;Ale;Evil Twin/Westbrook;NULL;DANEMARK;Europe
3230;Fanø Julebryg;2,95;75;7,2;Brune;Stout;Fanø;NULL;DANEMARK;Europe
3231;Fanø Veskyst;2,17;75;5,7;Blonde;NULL;Fanø;NULL;DANEMARK;Europe
3232;Havgus Session IPA;3,5;75;2,7;NULL;Ale;Fanø;NULL;DANEMARK;Europe
3233;P2;2,33;75;7;Brune;Stout;Fanø;NULL;DANEMARK;Europe
3234;Mellifica Cervoise;3,85;75;5;Blonde;Bière Aromatisée;Ferme Brasserie de la Bourdette;NULL;FRANCE;Europe
3235;Zithum Ambrée;3,1;75;5;Ambrée;NULL;Ferme Brasserie de la Bourdette;NULL;FRANCE;Europe
3236;Laubicherie Ambrée;4,87;75;6;Ambrée;NULL;Ferme de Laubicherie;NULL;FRANCE;Europe
3237;Laubicherie Ambrée à la Noix;4,28;75;6;Ambrée;NULL;Ferme de Laubicherie;NULL;FRANCE;Europe
3238;Laubicherie Blonde;1,34;75;5,5;Blonde;NULL;Ferme de Laubicherie;NULL;FRANCE;Europe
3239;Laubicherie Blonde à la truffe;4,39;75;5,5;Blonde;NULL;Ferme de Laubicherie;NULL;FRANCE;Europe
3240;Barrel Aged Gonzo Imperial Porter;1,4;75;9,5;Brune;Stout;Flying Dog Brasserie;NULL;ÉTATS-UNIS;Amérique
3241;Doggie Style Classic Pale Ale;1,87;75;4,7;Blonde;NULL;Flying Dog Brasserie;NULL;ÉTATS-UNIS;Amérique
3242;Easy IPA;2,37;75;4,7;NULL;Indian Pale Ale;Flying Dog Brasserie;NULL;ÉTATS-UNIS;Amérique
3243;Gonzo Imperial Porter;4,69;75;8,7;Brune;Stout;Flying Dog Brasserie;NULL;ÉTATS-UNIS;Amérique
3244;Horn Dog Barley Wine;3,28;75;10,2;Brune;NULL;Flying Dog Brasserie;NULL;ÉTATS-UNIS;Amérique
3245;Old Scratch Amber Lager;4,09;75;5,3;Ambrée;NULL;Flying Dog Brasserie;NULL;ÉTATS-UNIS;Amérique
3246;Raging Bitch;2,97;75;8,3;Blonde;NULL;Flying Dog Brasserie;NULL;ÉTATS-UNIS;Amérique
3247;Road Dog Porter;2,77;75;6;Brune;Stout;Flying Dog Brasserie;NULL;ÉTATS-UNIS;Amérique
3248;Snake Dog IPA;3,1;75;7,1;Blonde;Ale;Flying Dog Brasserie;NULL;ÉTATS-UNIS;Amérique
3249;Tire Bite Golden Ale;3,86;75;5;Blonde;NULL;Flying Dog Brasserie;NULL;ÉTATS-UNIS;Amérique
3250;A Freewheelin' IPA;2,92;75;8,5;NULL;Indian Pale Ale;Foglie d’Erba;NULL;ITALIE;Europe
3251;Mysteria;3,03;75;7;Blonde;NULL;Forestinne;NULL;BELGIQUE;Europe
3252;Nordika;3,25;75;7,5;NULL;Bière Aromatisée;Forestinne;NULL;BELGIQUE;Europe
3253;Fort APA;3,26;75;6;NULL;Ale;Fort;NULL;ESPAGNE;Europe
3254;Fort Christmas Blond;3,8;75;8,1;Blonde;NULL;Fort;NULL;ESPAGNE;Europe
3255;Fort Indian Pale Ale;4,41;75;5,5;Blonde;Ale;Fort;NULL;ESPAGNE;Europe
3256;Fort Oatmeal Porter;3,74;75;5,5;Brune;Stout;Fort;NULL;ESPAGNE;Europe
3257;Centennial IPA;3,39;75;7,5;Blonde;Ale;Founders;NULL;ÉTATS-UNIS;Amérique
3258;Curmudgeon Old Ale;2,09;75;9,8;Ambrée;Barley Wine;Founders;NULL;ÉTATS-UNIS;Amérique
3259;Double Trouble;1;75;9,4;NULL;Indian Pale Ale;Founders;NULL;ÉTATS-UNIS;Amérique
