ANNEE;NUMERO_TICKET;DATE_VENTE;ID_ARTICLE;QUANTITE;PRIX_U_VENTE
2015;214;30/01/2015;2449;7;2,41
2015;214;30/01/2015;2750;39;4,31
2015;214;30/01/2015;2752;42;4,76
2015;214;30/01/2015;2758;11;4,44
2015;214;30/01/2015;2871;5;4,06
2015;214;30/01/2015;2886;43;2,76
2015;214;30/01/2015;3340;4;1,16
2015;214;30/01/2015;3578;31;4,88
2015;214;30/01/2015;3608;25;4,08
2015;215;30/01/2015;641;1;1,87
2015;215;30/01/2015;898;49;2,58
2015;215;30/01/2015;1892;37;2,53
2015;215;30/01/2015;2090;32;2,42
2015;215;30/01/2015;2324;4;4,22
2015;215;30/01/2015;2736;41;4,76
2015;215;30/01/2015;2797;1;4,06
2015;215;30/01/2015;2850;18;3,34
2015;216;30/01/2015;1187;21;1,4
2015;216;30/01/2015;1616;34;1,56
2015;216;30/01/2015;1697;34;2,88
2015;216;30/01/2015;3365;49;3,77
2015;216;30/01/2015;3900;21;1,63
2015;217;30/01/2015;808;7;2,14
2015;217;30/01/2015;945;22;2,22
2015;217;30/01/2015;1437;14;1,66
2015;217;30/01/2015;1727;18;2,86
2015;217;30/01/2015;2315;43;1,13
2015;217;30/01/2015;2706;3;2,55
2015;218;30/01/2015;554;17;1,67
2015;218;30/01/2015;2019;37;0,96
2015;218;30/01/2015;3060;21;3,71
2015;218;30/01/2015;3148;25;1,66
2015;218;30/01/2015;3667;13;3,03
2015;218;30/01/2015;3702;7;4,96
2015;219;30/01/2015;524;38;1,19
2015;219;30/01/2015;1683;50;1,98
2015;219;30/01/2015;1899;39;2,85
2015;219;30/01/2015;2049;40;4,91
2015;219;30/01/2015;2634;42;4,34
2015;219;30/01/2015;3518;34;4,44
2015;219;30/01/2015;3557;44;1,15
2015;220;30/01/2015;483;7;1,28
2015;220;30/01/2015;627;1;1,78
2015;220;30/01/2015;732;10;2,46
2015;220;30/01/2015;938;20;1,65
2015;220;30/01/2015;1887;50;2,29
2015;220;30/01/2015;2185;1;2,58
2015;220;30/01/2015;3035;11;4,29
2015;220;30/01/2015;3081;9;1,88
2015;221;30/01/2015;227;4;1,32
2015;221;30/01/2015;1138;28;1,48
2015;221;30/01/2015;1343;26;2,56
2015;221;30/01/2015;1964;35;1,45
2015;221;30/01/2015;2062;13;1,42
2015;221;30/01/2015;2350;40;3,02
2015;221;30/01/2015;3238;19;1,3
2015;221;30/01/2015;3692;36;3,63
2015;222;30/01/2015;74;32;2,05
2015;222;30/01/2015;265;28;2,39
2015;222;30/01/2015;878;30;1,18
2015;222;30/01/2015;1380;20;2,52
2015;222;30/01/2015;2301;38;1,85
2015;222;30/01/2015;2807;37;4,21
2015;223;30/01/2015;520;24;2,24
2015;223;30/01/2015;687;50;2,81
2015;223;30/01/2015;818;16;2,12
2015;223;30/01/2015;1064;17;2,58
2015;223;30/01/2015;1996;40;3,07
2015;223;30/01/2015;2022;20;2,79
2015;223;30/01/2015;2210;20;3,14
2015;223;30/01/2015;3009;15;4,38
2015;223;30/01/2015;3892;36;1,34
2015;224;30/01/2015;108;27;2,85
2015;224;30/01/2015;1074;8;1,69
2015;224;30/01/2015;1346;37;1,94
2015;224;30/01/2015;2142;1;2,16
2015;224;30/01/2015;2476;37;2,99
2015;224;30/01/2015;2607;22;4,08
2015;225;30/01/2015;762;31;1,51
2015;225;30/01/2015;914;23;1,98
2015;225;30/01/2015;1562;34;0,98
2015;225;30/01/2015;1723;36;1,16
2015;225;30/01/2015;2591;22;4,32
2015;225;30/01/2015;3265;14;4,47
2015;225;30/01/2015;3445;31;1,78
2015;226;31/01/2015;405;8;2,94
2015;226;31/01/2015;459;45;2,65
2015;226;31/01/2015;1189;6;1,09
2015;226;31/01/2015;1320;27;1,62
2015;226;31/01/2015;1545;40;2,37
2015;226;31/01/2015;2069;11;3,79
2015;226;31/01/2015;2319;36;2,69
2015;226;31/01/2015;2340;40;3,87
2015;226;31/01/2015;2484;3;1,87
2015;226;31/01/2015;2920;21;2,97
2015;226;31/01/2015;2986;26;4,74
2015;227;31/01/2015;1619;11;2,15
2015;227;31/01/2015;2162;11;2,31
2015;227;31/01/2015;2967;21;1,9
2015;227;31/01/2015;3443;5;1,05
2015;227;31/01/2015;3753;8;1,14
2015;227;31/01/2015;3820;9;1,93
2015;228;31/01/2015;631;18;1,69
2015;228;31/01/2015;826;48;2,25
2015;228;31/01/2015;976;21;2,35
2015;228;31/01/2015;1230;18;0,97
2015;228;31/01/2015;1772;1;2,3
2015;228;31/01/2015;1788;46;2,82
2015;228;31/01/2015;3537;33;4,1
2015;229;31/01/2015;257;45;1,56
2015;229;31/01/2015;496;12;2,74
2015;229;31/01/2015;871;15;1,09
2015;229;31/01/2015;1750;49;1,06
2015;229;31/01/2015;1980;43;3,19
2015;229;31/01/2015;2618;37;1,25
2015;229;31/01/2015;3496;36;1,36
2015;229;31/01/2015;3802;14;1,81
2015;230;01/02/2015;1311;9;2,23
2015;230;01/02/2015;1905;46;2,38
2015;230;01/02/2015;2086;31;3,44
2015;230;01/02/2015;2309;21;1,97
2015;230;01/02/2015;2411;40;4,09
2015;230;01/02/2015;2425;28;2,54
2015;230;01/02/2015;3287;38;4,82
2015;230;01/02/2015;3768;12;4,88
2015;230;01/02/2015;3896;32;3,8
2015;231;01/02/2015;374;40;1,5
2015;231;01/02/2015;443;50;1,7
2015;231;01/02/2015;960;18;2,52
2015;231;01/02/2015;1323;32;1,26
2015;231;01/02/2015;2447;28;2,73
2015;231;01/02/2015;3578;50;4,88
2015;232;01/02/2015;24;11;2,29
2015;232;01/02/2015;587;31;2,78
2015;232;01/02/2015;948;16;2,59
2015;232;01/02/2015;1506;3;2,17
2015;232;01/02/2015;1794;29;1,72
2015;232;01/02/2015;2171;12;1,36
2015;232;01/02/2015;2318;9;1,47
2015;232;01/02/2015;2745;27;3,19
2015;233;01/02/2015;1980;20;3,19
2015;233;01/02/2015;2667;8;4,24
2015;233;01/02/2015;3134;22;4,32
2015;233;01/02/2015;3152;49;3,13
2015;233;01/02/2015;3474;40;2,42
2015;234;01/02/2015;581;9;1,62
2015;234;01/02/2015;590;45;1,34
2015;234;01/02/2015;2105;49;4,4
2015;234;01/02/2015;2202;42;2,93
2015;234;01/02/2015;2402;47;4,23
2015;234;01/02/2015;2471;18;3,09
2015;234;01/02/2015;2525;42;4,25
2015;234;01/02/2015;2565;40;4,22
2015;234;01/02/2015;3185;42;1,07
2015;234;01/02/2015;3799;10;4,4
2015;235;01/02/2015;88;3;2,82
2015;235;01/02/2015;1813;45;2,18
2015;235;01/02/2015;3432;2;3,48
2015;235;01/02/2015;3497;36;3,71
2015;236;01/02/2015;533;38;1,16
2015;236;01/02/2015;971;27;1,25
2015;236;01/02/2015;2226;12;1,27
2015;236;01/02/2015;2319;36;2,69
2015;236;01/02/2015;3100;3;1,13
2015;236;01/02/2015;3619;45;3,41
2015;237;01/02/2015;1329;11;1,8
2015;237;01/02/2015;1494;41;1,51
2015;237;01/02/2015;1547;7;2,48
2015;237;01/02/2015;1683;40;1,98
2015;237;01/02/2015;1684;18;1,03
2015;237;01/02/2015;2074;20;1,85
2015;237;01/02/2015;2594;14;4,33
2015;237;01/02/2015;2621;16;3,83
2015;237;01/02/2015;3645;49;4,53
2015;237;01/02/2015;3905;30;3,8
2015;238;01/02/2015;67;29;1,87
2015;238;01/02/2015;825;45;1,54
2015;238;01/02/2015;1028;34;1,33
2015;238;01/02/2015;1458;6;2,96
2015;238;01/02/2015;1889;43;1,78
2015;238;01/02/2015;2216;27;4,61
2015;238;01/02/2015;2596;8;4,18
2015;238;01/02/2015;2863;49;2,98
2015;239;02/02/2015;1586;14;1,55
2015;239;02/02/2015;2166;4;3,95
2015;239;02/02/2015;2527;23;2,96
2015;239;02/02/2015;2621;45;3,83
2015;239;02/02/2015;2787;41;3,39
2015;239;02/02/2015;3087;39;4,87
2015;239;02/02/2015;3098;44;3,64
2015;239;02/02/2015;3185;33;1,07
2015;239;02/02/2015;3306;13;1,79
2015;240;02/02/2015;246;12;1,65
2015;240;02/02/2015;1266;15;0,97
2015;240;02/02/2015;2630;40;2,06
2015;240;02/02/2015;2697;30;4,2
2015;240;02/02/2015;2732;43;3,4
2015;240;02/02/2015;2781;6;4,42
2015;241;02/02/2015;58;10;1,49
2015;241;02/02/2015;435;27;1,32
2015;241;02/02/2015;968;23;1,3
2015;241;02/02/2015;1069;18;2,53
2015;241;02/02/2015;1559;39;1,83
2015;241;02/02/2015;2462;24;2,27
2015;241;02/02/2015;2539;20;2,74
2015;241;02/02/2015;2550;20;1,4
2015;241;02/02/2015;2742;46;1,41
2015;241;02/02/2015;3362;27;2,07
2015;241;02/02/2015;3599;26;4,28
2015;241;02/02/2015;3614;32;3,29
2015;242;02/02/2015;341;45;1,27
2015;242;02/02/2015;2796;3;4,78
2015;242;02/02/2015;3026;28;1,1
2015;242;02/02/2015;3739;46;2,61
2015;243;02/02/2015;697;34;1,43
2015;243;02/02/2015;1358;44;2,11
2015;243;02/02/2015;1607;11;2,34
2015;243;02/02/2015;2284;36;3,98
2015;243;02/02/2015;2519;34;1,17
2015;243;02/02/2015;2521;38;1,21
2015;243;02/02/2015;2598;19;4,36
2015;243;02/02/2015;3018;36;2,79
2015;243;02/02/2015;3166;44;1,82
2015;243;02/02/2015;3313;19;3,36
2015;243;02/02/2015;3718;19;2,86
2015;244;03/02/2015;297;33;1,61
2015;244;03/02/2015;485;19;2,72
2015;244;03/02/2015;533;48;1,16
2015;244;03/02/2015;813;7;1,72
2015;244;03/02/2015;1451;14;2,79
2015;244;03/02/2015;2205;5;4,84
2015;244;03/02/2015;3372;2;2,88
2015;244;03/02/2015;3442;9;4,63
2015;245;03/02/2015;1678;14;1,14
2015;245;03/02/2015;2532;46;3,82
2015;245;03/02/2015;2902;14;3,54
2015;246;03/02/2015;143;31;2,12
2015;246;03/02/2015;668;43;1,04
2015;246;03/02/2015;899;10;1,02
2015;246;03/02/2015;1203;32;2,06
2015;246;03/02/2015;1273;31;2,41
2015;246;03/02/2015;1376;50;2,6
2015;246;03/02/2015;1607;44;2,34
2015;246;03/02/2015;2373;46;2,08
2015;246;03/02/2015;2534;16;3,32
2015;246;03/02/2015;2705;39;4,41
2015;246;03/02/2015;3332;2;3,95
2015;246;03/02/2015;3763;24;2,76
2015;247;03/02/2015;69;10;2,12
2015;247;03/02/2015;292;7;2,95
2015;247;03/02/2015;1497;22;2,87
2015;247;03/02/2015;3645;27;4,53
2015;248;03/02/2015;173;1;1,84
2015;248;03/02/2015;1090;45;1
2015;248;03/02/2015;2220;48;2,48
2015;248;03/02/2015;2834;11;3,71
2015;248;03/02/2015;3291;45;3,26
2015;249;03/02/2015;70;3;1,54
2015;249;03/02/2015;210;43;1,04
2015;249;03/02/2015;563;7;2,94
2015;249;03/02/2015;624;11;2,01
2015;249;03/02/2015;1639;47;2,47
2015;249;03/02/2015;2414;9;3,79
2015;249;03/02/2015;2584;2;3,85
2015;249;03/02/2015;3020;25;1,89
2015;249;03/02/2015;3135;22;3,09
2015;250;03/02/2015;392;13;2,14
2015;250;03/02/2015;454;40;2,32
2015;250;03/02/2015;742;4;2,26
2015;250;03/02/2015;1870;27;1,92
2015;250;03/02/2015;2439;12;1,67
2015;250;03/02/2015;2787;3;3,39
2015;250;03/02/2015;2894;27;4,04
2015;250;03/02/2015;3515;13;2,82
2015;251;03/02/2015;316;34;2,92
2015;251;03/02/2015;1021;15;0,96
2015;251;03/02/2015;1137;34;1,1
2015;251;03/02/2015;1324;17;1,75
2015;251;03/02/2015;1450;27;2,8
2015;251;03/02/2015;2520;22;4,37
2015;252;03/02/2015;816;28;2,4
2015;252;03/02/2015;1513;25;1,75
2015;252;03/02/2015;2338;19;2,54
2015;252;03/02/2015;2919;45;4,95
2015;252;03/02/2015;2966;46;4,91
2015;252;03/02/2015;3020;46;1,89
2015;253;04/02/2015;165;7;2,67
2015;253;04/02/2015;770;24;1,92
2015;253;04/02/2015;1647;40;1,7
2015;253;04/02/2015;2001;22;4,14
2015;253;04/02/2015;2453;46;4,42
2015;253;04/02/2015;2524;28;1
2015;254;04/02/2015;309;43;1,09
2015;254;04/02/2015;944;16;2,35
2015;254;04/02/2015;2001;6;4,14
2015;254;04/02/2015;2480;7;3,79
2015;254;04/02/2015;3087;19;4,87
2015;254;04/02/2015;3224;31;4,66
2015;254;04/02/2015;3832;50;3,7
2015;255;04/02/2015;615;39;1,5
2015;255;04/02/2015;1067;23;1,24
2015;255;04/02/2015;1500;8;1,14
2015;255;04/02/2015;2044;42;1,54
2015;255;04/02/2015;2368;29;3,46
2015;255;04/02/2015;3010;23;2,4
2015;256;04/02/2015;314;41;2,89
2015;256;04/02/2015;377;42;1,45
2015;256;04/02/2015;815;32;2,75
2015;256;04/02/2015;1757;42;2,48
2015;256;04/02/2015;2278;22;4,58
2015;256;04/02/2015;2348;28;3,32
2015;256;04/02/2015;2651;24;4,52
2015;256;04/02/2015;2961;23;1,19
2015;256;04/02/2015;3841;25;3,76
2015;257;04/02/2015;388;6;2,06
2015;257;04/02/2015;839;25;2,16
2015;257;04/02/2015;1237;48;2,25
2015;257;04/02/2015;1363;6;2,65
2015;257;04/02/2015;1368;37;1,86
2015;257;04/02/2015;2700;50;3,57
2015;257;04/02/2015;3273;32;4,47
2015;257;04/02/2015;3542;47;3,61
2015;257;04/02/2015;3573;28;1,51
2015;258;05/02/2015;722;30;1,22
2015;258;05/02/2015;833;32;1,61
2015;258;05/02/2015;1853;17;2,17
2015;258;05/02/2015;2875;37;3,87
2015;258;05/02/2015;2974;44;4,64
2015;258;05/02/2015;2987;9;4,43
2015;258;05/02/2015;3348;1;1,54
2015;259;05/02/2015;621;41;2,12
2015;259;05/02/2015;1086;19;2,41
2015;259;05/02/2015;1524;13;2,91
2015;259;05/02/2015;1551;38;2,93
2015;259;05/02/2015;1801;16;1,81
2015;259;05/02/2015;1868;36;2,53
2015;259;05/02/2015;2055;5;4,37
2015;259;05/02/2015;2626;8;1,19
2015;259;05/02/2015;3202;50;1,14
2015;259;05/02/2015;3610;12;4,23
2015;259;05/02/2015;3812;46;1,02
2015;260;05/02/2015;335;47;2,84
2015;260;05/02/2015;1344;37;1,96
2015;260;05/02/2015;1602;28;2,03
2015;260;05/02/2015;3443;24;1,05
2015;260;05/02/2015;3876;46;1,24
2015;260;05/02/2015;3891;16;1,2
2015;261;05/02/2015;2113;32;1,27
2015;261;05/02/2015;2203;50;2,35
2015;261;05/02/2015;2702;24;4,84
2015;261;05/02/2015;3091;26;1,1
2015;262;05/02/2015;246;43;1,65
2015;262;05/02/2015;783;43;1,95
2015;262;05/02/2015;1736;10;2,51
2015;262;05/02/2015;2359;9;1,74
2015;262;05/02/2015;3044;15;2,68
2015;262;05/02/2015;3567;30;1,8
2015;263;05/02/2015;154;37;2,86
2015;263;05/02/2015;1357;42;1,81
2015;263;05/02/2015;1465;13;1,44
2015;263;05/02/2015;2799;49;3,33
2015;263;05/02/2015;2947;17;2,16
2015;264;05/02/2015;341;15;1,27
2015;264;05/02/2015;486;47;1,23
2015;264;05/02/2015;1082;15;2,09
2015;264;05/02/2015;2292;44;3,81
2015;264;05/02/2015;2414;32;3,79
2015;264;05/02/2015;2736;17;4,76
2015;264;05/02/2015;3160;3;4,68
2015;264;05/02/2015;3175;40;1,37
2015;264;05/02/2015;3888;40;4,91
2015;265;05/02/2015;91;39;1,05
2015;265;05/02/2015;322;12;2,52
2015;265;05/02/2015;660;16;2,86
2015;265;05/02/2015;821;13;1,71
2015;265;05/02/2015;1168;23;2,79
2015;265;05/02/2015;1345;15;1,02
2015;265;05/02/2015;1955;14;1,75
2015;265;05/02/2015;3390;48;1,49
2015;266;06/02/2015;1288;20;1,63
2015;266;06/02/2015;1499;33;0,98
2015;266;06/02/2015;1959;40;2,67
2015;266;06/02/2015;2833;20;1,23
2015;266;06/02/2015;3126;35;3,97
2015;266;06/02/2015;3300;25;4,39
2015;266;06/02/2015;3522;19;4,63
2015;267;06/02/2015;746;32;2,53
2015;267;06/02/2015;1363;16;2,65
2015;267;06/02/2015;2414;38;3,79
2015;267;06/02/2015;3199;33;1,74
2015;268;06/02/2015;1312;23;1,36
2015;268;06/02/2015;1382;44;2,26
2015;268;06/02/2015;1801;45;1,81
2015;268;06/02/2015;3213;45;1,82
2015;268;06/02/2015;3397;38;3,85
2015;268;06/02/2015;3402;35;4,59
2015;268;06/02/2015;3706;22;3,81
2015;269;06/02/2015;9;43;2,92
2015;269;06/02/2015;544;30;1,13
2015;269;06/02/2015;682;34;1,61
2015;269;06/02/2015;870;27;2,65
2015;269;06/02/2015;3633;7;2,94
2015;269;06/02/2015;3707;18;3,46
2015;270;07/02/2015;64;29;1,37
2015;270;07/02/2015;754;39;0,97
2015;270;07/02/2015;1110;32;2,91
2015;270;07/02/2015;1419;17;2,66
2015;270;07/02/2015;1811;11;1,61
2015;270;07/02/2015;2806;6;1,47
2015;270;07/02/2015;3201;2;2,49
2015;271;07/02/2015;977;31;2,29
2015;271;07/02/2015;1080;15;1,44
2015;271;07/02/2015;1188;20;2,59
2015;271;07/02/2015;1921;50;2,77
2015;271;07/02/2015;2036;46;4,64
2015;271;07/02/2015;2130;27;3,84
2015;271;07/02/2015;3114;21;4,21
2015;271;07/02/2015;3324;18;2,39
2015;271;07/02/2015;3450;12;2,39
2015;271;07/02/2015;3531;2;1,67
2015;272;07/02/2015;296;10;1,47
2015;272;07/02/2015;364;16;2,42
2015;272;07/02/2015;926;34;1,47
2015;272;07/02/2015;1288;30;1,63
2015;272;07/02/2015;1778;4;2,04
2015;272;07/02/2015;2230;18;4,41
2015;272;07/02/2015;2732;7;3,4
2015;272;07/02/2015;2821;25;1,22
2015;272;07/02/2015;3423;30;2,98
2015;272;07/02/2015;3646;1;1,24
2015;272;07/02/2015;3818;7;4,17
2015;273;07/02/2015;406;5;1,42
2015;273;07/02/2015;992;29;1,84
2015;273;07/02/2015;1284;7;1,33
2015;273;07/02/2015;1377;13;1,3
2015;273;07/02/2015;1476;39;1,61
2015;273;07/02/2015;1575;31;2,9
2015;273;07/02/2015;1913;9;2,45
2015;273;07/02/2015;1985;46;4,94
2015;273;07/02/2015;2783;22;0,97
2015;273;07/02/2015;3198;35;4,53
2015;274;07/02/2015;307;9;2,09
2015;274;07/02/2015;1060;46;1,64
2015;274;07/02/2015;1160;20;1,74
2015;274;07/02/2015;1746;2;1,75
2015;274;07/02/2015;3168;10;4,2
2015;274;07/02/2015;3291;49;3,26
2015;274;07/02/2015;3561;15;3,84
2015;275;07/02/2015;471;30;2,85
2015;275;07/02/2015;795;27;1,85
2015;275;07/02/2015;904;8;2,57
2015;275;07/02/2015;2510;22;2,57
2015;275;07/02/2015;3012;6;4,16
2015;275;07/02/2015;3089;15;3
2015;276;07/02/2015;640;31;2,88
2015;276;07/02/2015;884;17;2,16
2015;276;07/02/2015;978;30;2,54
2015;276;07/02/2015;1469;4;1,34
2015;276;07/02/2015;2437;45;1,85
2015;276;07/02/2015;2822;34;0,96
2015;276;07/02/2015;3063;1;2,5
2015;277;07/02/2015;395;45;1,63
2015;277;07/02/2015;833;36;1,61
2015;277;07/02/2015;1443;27;2,6
2015;277;07/02/2015;2668;1;3,66
2015;277;07/02/2015;3822;33;4,52
2015;278;07/02/2015;587;41;2,78
2015;278;07/02/2015;711;41;2,8
2015;278;07/02/2015;1441;29;1,67
2015;278;07/02/2015;1570;49;1,46
2015;278;07/02/2015;2360;36;4,64
2015;278;07/02/2015;2877;32;1,58
2015;278;07/02/2015;3082;31;3,06
2015;278;07/02/2015;3214;7;4,43
2015;279;07/02/2015;657;36;2,72
2015;279;07/02/2015;1715;29;1,05
2015;279;07/02/2015;1720;42;2,61
2015;279;07/02/2015;1926;35;2,51
2015;279;07/02/2015;2663;6;1,2
2015;280;07/02/2015;37;45;2,18
2015;280;07/02/2015;210;40;1,04
2015;280;07/02/2015;231;27;1,31
2015;280;07/02/2015;626;40;1,12
2015;280;07/02/2015;726;43;2,45
2015;280;07/02/2015;902;13;1,97
2015;280;07/02/2015;2503;35;3,94
2015;280;07/02/2015;2961;25;1,19
2015;280;07/02/2015;3578;26;4,88
2015;280;07/02/2015;3632;9;3,55
2015;281;07/02/2015;338;33;2,82
2015;281;07/02/2015;1119;48;1,21
2015;281;07/02/2015;1239;22;2,01
2015;281;07/02/2015;2165;10;2,72
2015;281;07/02/2015;2630;18;2,06
2015;281;07/02/2015;2793;18;3,19
2015;281;07/02/2015;2876;1;1,1
2015;281;07/02/2015;3064;48;3,92
2015;282;08/02/2015;21;28;2,92
2015;282;08/02/2015;151;1;2,61
2015;282;08/02/2015;558;46;2,7
2015;282;08/02/2015;1990;4;2,37
2015;282;08/02/2015;3033;28;1,88
2015;282;08/02/2015;3101;10;4,18
2015;282;08/02/2015;3820;20;1,93
2015;283;08/02/2015;643;2;2,14
2015;283;08/02/2015;1140;3;1,13
2015;283;08/02/2015;2363;49;4,61
2015;283;08/02/2015;3752;12;3,19
2015;284;08/02/2015;60;5;1,68
2015;284;08/02/2015;314;5;2,89
2015;284;08/02/2015;445;16;1,86
2015;284;08/02/2015;743;29;1,97
2015;284;08/02/2015;757;5;2,15
2015;284;08/02/2015;959;9;1,07
2015;284;08/02/2015;1659;36;1,62
2015;284;08/02/2015;1681;19;2,15
2015;284;08/02/2015;1702;43;1,72
2015;284;08/02/2015;2050;12;4,12
2015;284;08/02/2015;2382;25;2,91
2015;284;08/02/2015;3733;34;3,13
2015;284;08/02/2015;3875;23;1,24
2015;285;08/02/2015;359;12;1,03
2015;285;08/02/2015;1085;33;1,05
2015;285;08/02/2015;1517;17;2,61
2015;285;08/02/2015;1736;42;2,51
2015;285;08/02/2015;2035;28;1,45
2015;285;08/02/2015;2207;44;4,19
2015;285;08/02/2015;3669;48;1,07
2015;285;08/02/2015;3760;55;4,44
2015;285;08/02/2015;3769;47;4,84
2015;286;08/02/2015;1713;2;2,32
2015;286;08/02/2015;1809;32;1,58
2015;286;08/02/2015;3258;40;2,05
2015;286;08/02/2015;3578;8;4,88
2015;286;08/02/2015;3758;14;3,97
2015;287;08/02/2015;288;12;1,03
2015;287;08/02/2015;1050;28;2,59
2015;287;08/02/2015;1871;42;1,12
2015;287;08/02/2015;2006;34;3,49
2015;288;08/02/2015;21;41;2,92
2015;288;08/02/2015;332;31;2,79
2015;288;08/02/2015;652;18;2,07
2015;288;08/02/2015;739;31;2,52
2015;288;08/02/2015;1550;24;1,23
2015;288;08/02/2015;1917;1;1,24
2015;288;08/02/2015;2086;8;3,44
2015;288;08/02/2015;3701;15;2,58
2015;289;08/02/2015;1797;27;1,86
2015;289;08/02/2015;2115;35;3,19
2015;289;08/02/2015;3470;23;1,13
2015;290;09/02/2015;70;29;1,54
2015;290;09/02/2015;1795;32;0,97
2015;290;09/02/2015;1861;20;2,44
2015;290;09/02/2015;2490;41;3,89
2015;290;09/02/2015;3619;31;3,41
2015;291;09/02/2015;146;35;1,17
2015;291;09/02/2015;295;7;2,95
2015;291;09/02/2015;1871;9;1,12
2015;291;09/02/2015;2073;45;3,89
2015;291;09/02/2015;2863;1;2,98
2015;291;09/02/2015;3156;4;2,77
2015;291;09/02/2015;3160;5;4,68
2015;291;09/02/2015;3797;42;3,5
2015;292;09/02/2015;282;1;2,85
2015;292;09/02/2015;1878;27;1,92
2015;292;09/02/2015;3478;29;1,48
2015;293;09/02/2015;587;21;2,78
2015;293;09/02/2015;673;11;2,86
2015;293;09/02/2015;819;12;1,54
2015;293;09/02/2015;1592;48;1,16
2015;293;09/02/2015;1763;36;2,46
2015;293;09/02/2015;3146;2;2,57
2015;293;09/02/2015;3238;3;1,3
2015;293;09/02/2015;3395;6;2,39
2015;294;09/02/2015;152;39;2,47
2015;294;09/02/2015;554;50;1,67
2015;294;09/02/2015;1036;33;1,42
2015;294;09/02/2015;3026;45;1,1
2015;294;09/02/2015;3048;23;1,95
2015;294;09/02/2015;3661;1;3,21
2015;295;09/02/2015;1113;42;2,14
2015;295;09/02/2015;1595;45;2,67
2015;295;09/02/2015;1819;43;2,04
2015;295;09/02/2015;3231;30;2,13
2015;295;09/02/2015;3369;41;3,99
2015;296;09/02/2015;445;6;1,86
2015;296;09/02/2015;732;21;2,46
2015;296;09/02/2015;1786;35;1
2015;296;09/02/2015;1817;24;1,69
2015;296;09/02/2015;1858;34;1,69
2015;296;09/02/2015;2054;41;3,66
2015;296;09/02/2015;2341;3;4,69
2015;296;09/02/2015;2725;41;3,2
2015;296;09/02/2015;3476;5;3,81
2015;297;09/02/2015;120;19;2,71
2015;297;09/02/2015;2598;43;4,36
2015;297;09/02/2015;3026;8;1,1
2015;297;09/02/2015;3178;25;4,21
2015;297;09/02/2015;3263;30;4,36
2015;298;09/02/2015;495;31;1,61
2015;298;09/02/2015;1264;47;2,91
2015;298;09/02/2015;1337;9;1,29
2015;298;09/02/2015;1603;21;1,17
2015;298;09/02/2015;1631;40;2,13
2015;298;09/02/2015;1837;33;1,05
2015;298;09/02/2015;3148;11;1,66
2015;298;09/02/2015;3565;8;2,93
2015;298;09/02/2015;3657;10;2,57
2015;298;09/02/2015;3843;42;2,37
2015;299;09/02/2015;577;50;1,45
2015;299;09/02/2015;905;28;1,09
2015;299;09/02/2015;1362;2;1,63
2015;299;09/02/2015;1479;1;2,32
2015;299;09/02/2015;1876;49;2,14
2015;299;09/02/2015;2170;43;4,5
2015;299;09/02/2015;2540;1;2,23
2015;299;09/02/2015;2752;30;4,76
2015;299;09/02/2015;3727;39;4,12
2015;299;09/02/2015;3872;30;2,58
2015;300;09/02/2015;277;50;1,9
2015;300;09/02/2015;958;16;1,95
2015;300;09/02/2015;1054;4;1,28
2015;300;09/02/2015;1892;7;2,53
2015;300;09/02/2015;3320;39;1,41
2015;300;09/02/2015;3323;14;3,66
2015;300;09/02/2015;3394;30;1,29
2015;300;09/02/2015;3636;26;3,43
2015;300;09/02/2015;3863;10;4,81
2015;301;09/02/2015;179;24;2,95
2015;301;09/02/2015;292;25;2,95
2015;301;09/02/2015;636;1;1,51
2015;301;09/02/2015;985;26;2,69
2015;301;09/02/2015;2755;42;4,54
2015;302;09/02/2015;389;30;1,11
2015;302;09/02/2015;545;31;1,14
2015;302;09/02/2015;1421;16;2,92
2015;302;09/02/2015;1686;49;2,02
2015;302;09/02/2015;2245;25;4,2
2015;302;09/02/2015;2340;43;3,87
2015;302;09/02/2015;3900;33;1,63
2015;303;09/02/2015;1175;41;2,44
2015;303;09/02/2015;1637;33;2,17
2015;303;09/02/2015;1672;26;2,71
2015;303;09/02/2015;1757;23;2,48
2015;303;09/02/2015;2238;34;4,38
2015;303;09/02/2015;2930;40;1,86
2015;303;09/02/2015;3318;8;3,08
2015;303;09/02/2015;3764;8;2,4
2015;304;10/02/2015;1230;13;0,97
2015;304;10/02/2015;1805;42;2,27
2015;304;10/02/2015;1886;46;1,95
2015;304;10/02/2015;2477;23;2,35
2015;304;10/02/2015;2765;19;3,05
2015;305;10/02/2015;431;12;1,71
2015;305;10/02/2015;1322;17;2,54
2015;305;10/02/2015;1397;6;2,19
2015;305;10/02/2015;1464;7;2,34
2015;305;10/02/2015;1550;5;1,23
2015;305;10/02/2015;1586;22;1,55
2015;305;10/02/2015;2594;42;4,33
2015;305;10/02/2015;2640;18;1,39
2015;305;10/02/2015;2992;39;1,57
2015;305;10/02/2015;3258;31;2,05
2015;306;10/02/2015;33;34;1,52
2015;306;10/02/2015;759;28;1,7
2015;306;10/02/2015;1906;11;1,77
2015;306;10/02/2015;2126;41;4,37
2015;306;10/02/2015;2150;50;4,94
2015;306;10/02/2015;2700;43;3,57
2015;306;10/02/2015;3443;50;1,05
2015;306;10/02/2015;3469;40;1,24
2015;306;10/02/2015;3822;29;4,52
